,index,Data,Hora,"PRECIPITAÇÃO TOTAL, HORÁRIO (mm)","PRESSAO ATMOSFERICA AO NIVEL DA ESTACAO, HORARIA (mB)",PRESSÃO ATMOSFERICA MAX.NA HORA ANT. (AUT) (mB),PRESSÃO ATMOSFERICA MIN. NA HORA ANT. (AUT) (mB),RADIACAO GLOBAL (Kj/m²),"TEMPERATURA DO AR - BULBO SECO, HORARIA (°C)",TEMPERATURA DO PONTO DE ORVALHO (°C),TEMPERATURA MÁXIMA NA HORA ANT. (AUT) (°C),TEMPERATURA MÍNIMA NA HORA ANT. (AUT) (°C),TEMPERATURA ORVALHO MAX. NA HORA ANT. (AUT) (°C),TEMPERATURA ORVALHO MIN. NA HORA ANT. (AUT) (°C),UMIDADE REL. MAX. NA HORA ANT. (AUT) (%),UMIDADE REL. MIN. NA HORA ANT. (AUT) (%),"UMIDADE RELATIVA DO AR, HORARIA (%)","VENTO, DIREÇÃO HORARIA (gr) (° (gr))","VENTO, RAJADA MAXIMA (m/s)","VENTO, VELOCIDADE HORARIA (m/s)",region,state,station,station_code,latitude,longitude,height
484,484,2000-05-27,04:00,-9999.0,-9999.0,-9999.0,-9999.0,-9999,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999,-9999,-9999,-9999,-9999.0,-9999.0,SE,RJ,ECOLOGIA AGRICOLA,A601,-22.8,-43.68333333,33.0
485,485,2000-05-27,05:00,-9999.0,-9999.0,-9999.0,-9999.0,-9999,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999,-9999,-9999,-9999,-9999.0,-9999.0,SE,RJ,ECOLOGIA AGRICOLA,A601,-22.8,-43.68333333,33.0
486,486,2000-05-27,06:00,-9999.0,-9999.0,-9999.0,-9999.0,-9999,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999,-9999,-9999,-9999,-9999.0,-9999.0,SE,RJ,ECOLOGIA AGRICOLA,A601,-22.8,-43.68333333,33.0
487,487,2000-05-27,07:00,-9999.0,-9999.0,-9999.0,-9999.0,-9999,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999,-9999,-9999,-9999,-9999.0,-9999.0,SE,RJ,ECOLOGIA AGRICOLA,A601,-22.8,-43.68333333,33.0
488,488,2000-05-27,08:00,-9999.0,-9999.0,-9999.0,-9999.0,-9999,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999,-9999,-9999,-9999,-9999.0,-9999.0,SE,RJ,ECOLOGIA AGRICOLA,A601,-22.8,-43.68333333,33.0
489,489,2000-05-27,09:00,-9999.0,-9999.0,-9999.0,-9999.0,-9999,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999,-9999,-9999,-9999,-9999.0,-9999.0,SE,RJ,ECOLOGIA AGRICOLA,A601,-22.8,-43.68333333,33.0
490,490,2000-05-27,10:00,-9999.0,-9999.0,-9999.0,-9999.0,-9999,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999,-9999,-9999,-9999,-9999.0,-9999.0,SE,RJ,ECOLOGIA AGRICOLA,A601,-22.8,-43.68333333,33.0
491,491,2000-05-27,11:00,-9999.0,-9999.0,-9999.0,-9999.0,-9999,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999,-9999,-9999,-9999,-9999.0,-9999.0,SE,RJ,ECOLOGIA AGRICOLA,A601,-22.8,-43.68333333,33.0
492,492,2000-05-27,12:00,-9999.0,-9999.0,-9999.0,-9999.0,-9999,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999,-9999,-9999,-9999,-9999.0,-9999.0,SE,RJ,ECOLOGIA AGRICOLA,A601,-22.8,-43.68333333,33.0
493,493,2000-05-27,13:00,-9999.0,-9999.0,-9999.0,-9999.0,-9999,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999,-9999,-9999,-9999,-9999.0,-9999.0,SE,RJ,ECOLOGIA AGRICOLA,A601,-22.8,-43.68333333,33.0
494,494,2000-05-27,14:00,-9999.0,-9999.0,-9999.0,-9999.0,-9999,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999,-9999,-9999,-9999,-9999.0,-9999.0,SE,RJ,ECOLOGIA AGRICOLA,A601,-22.8,-43.68333333,33.0
495,495,2000-05-27,15:00,-9999.0,-9999.0,-9999.0,-9999.0,-9999,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999,-9999,-9999,-9999,-9999.0,-9999.0,SE,RJ,ECOLOGIA AGRICOLA,A601,-22.8,-43.68333333,33.0
496,496,2000-05-27,16:00,-9999.0,-9999.0,-9999.0,-9999.0,-9999,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999,-9999,-9999,-9999,-9999.0,-9999.0,SE,RJ,ECOLOGIA AGRICOLA,A601,-22.8,-43.68333333,33.0
497,497,2000-05-27,17:00,-9999.0,-9999.0,-9999.0,-9999.0,-9999,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999,-9999,-9999,-9999,-9999.0,-9999.0,SE,RJ,ECOLOGIA AGRICOLA,A601,-22.8,-43.68333333,33.0
498,498,2000-05-27,18:00,-9999.0,-9999.0,-9999.0,-9999.0,-9999,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999,-9999,-9999,-9999,-9999.0,-9999.0,SE,RJ,ECOLOGIA AGRICOLA,A601,-22.8,-43.68333333,33.0
499,499,2000-05-27,19:00,-9999.0,-9999.0,-9999.0,-9999.0,-9999,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999,-9999,-9999,-9999,-9999.0,-9999.0,SE,RJ,ECOLOGIA AGRICOLA,A601,-22.8,-43.68333333,33.0
500,500,2000-05-27,20:00,-9999.0,-9999.0,-9999.0,-9999.0,-9999,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999,-9999,-9999,-9999,-9999.0,-9999.0,SE,RJ,ECOLOGIA AGRICOLA,A601,-22.8,-43.68333333,33.0
501,501,2000-05-27,21:00,-9999.0,-9999.0,-9999.0,-9999.0,-9999,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999,-9999,-9999,-9999,-9999.0,-9999.0,SE,RJ,ECOLOGIA AGRICOLA,A601,-22.8,-43.68333333,33.0
502,502,2000-05-27,22:00,-9999.0,-9999.0,-9999.0,-9999.0,-9999,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999,-9999,-9999,-9999,-9999.0,-9999.0,SE,RJ,ECOLOGIA AGRICOLA,A601,-22.8,-43.68333333,33.0
503,503,2000-05-27,23:00,-9999.0,-9999.0,-9999.0,-9999.0,-9999,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999,-9999,-9999,-9999,-9999.0,-9999.0,SE,RJ,ECOLOGIA AGRICOLA,A601,-22.8,-43.68333333,33.0
504,504,2000-05-28,00:00,-9999.0,-9999.0,-9999.0,-9999.0,-9999,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999,-9999,-9999,-9999,-9999.0,-9999.0,SE,RJ,ECOLOGIA AGRICOLA,A601,-22.8,-43.68333333,33.0
505,505,2000-05-28,01:00,-9999.0,-9999.0,-9999.0,-9999.0,-9999,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999,-9999,-9999,-9999,-9999.0,-9999.0,SE,RJ,ECOLOGIA AGRICOLA,A601,-22.8,-43.68333333,33.0
506,506,2000-05-28,02:00,-9999.0,-9999.0,-9999.0,-9999.0,-9999,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999,-9999,-9999,-9999,-9999.0,-9999.0,SE,RJ,ECOLOGIA AGRICOLA,A601,-22.8,-43.68333333,33.0
507,507,2000-05-28,03:00,-9999.0,-9999.0,-9999.0,-9999.0,-9999,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999,-9999,-9999,-9999,-9999.0,-9999.0,SE,RJ,ECOLOGIA AGRICOLA,A601,-22.8,-43.68333333,33.0
508,508,2000-05-28,04:00,-9999.0,-9999.0,-9999.0,-9999.0,-9999,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999,-9999,-9999,-9999,-9999.0,-9999.0,SE,RJ,ECOLOGIA AGRICOLA,A601,-22.8,-43.68333333,33.0
509,509,2000-05-28,05:00,-9999.0,-9999.0,-9999.0,-9999.0,-9999,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999,-9999,-9999,-9999,-9999.0,-9999.0,SE,RJ,ECOLOGIA AGRICOLA,A601,-22.8,-43.68333333,33.0
510,510,2000-05-28,06:00,-9999.0,-9999.0,-9999.0,-9999.0,-9999,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999,-9999,-9999,-9999,-9999.0,-9999.0,SE,RJ,ECOLOGIA AGRICOLA,A601,-22.8,-43.68333333,33.0
511,511,2000-05-28,07:00,-9999.0,-9999.0,-9999.0,-9999.0,-9999,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999,-9999,-9999,-9999,-9999.0,-9999.0,SE,RJ,ECOLOGIA AGRICOLA,A601,-22.8,-43.68333333,33.0
512,512,2000-05-28,08:00,-9999.0,-9999.0,-9999.0,-9999.0,-9999,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999,-9999,-9999,-9999,-9999.0,-9999.0,SE,RJ,ECOLOGIA AGRICOLA,A601,-22.8,-43.68333333,33.0
513,513,2000-05-28,09:00,-9999.0,-9999.0,-9999.0,-9999.0,-9999,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999,-9999,-9999,-9999,-9999.0,-9999.0,SE,RJ,ECOLOGIA AGRICOLA,A601,-22.8,-43.68333333,33.0
514,514,2000-05-28,10:00,-9999.0,-9999.0,-9999.0,-9999.0,-9999,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999,-9999,-9999,-9999,-9999.0,-9999.0,SE,RJ,ECOLOGIA AGRICOLA,A601,-22.8,-43.68333333,33.0
515,515,2000-05-28,11:00,-9999.0,-9999.0,-9999.0,-9999.0,-9999,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999,-9999,-9999,-9999,-9999.0,-9999.0,SE,RJ,ECOLOGIA AGRICOLA,A601,-22.8,-43.68333333,33.0
516,516,2000-05-28,12:00,-9999.0,-9999.0,-9999.0,-9999.0,-9999,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999,-9999,-9999,-9999,-9999.0,-9999.0,SE,RJ,ECOLOGIA AGRICOLA,A601,-22.8,-43.68333333,33.0
517,517,2000-05-28,13:00,-9999.0,-9999.0,-9999.0,-9999.0,-9999,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999,-9999,-9999,-9999,-9999.0,-9999.0,SE,RJ,ECOLOGIA AGRICOLA,A601,-22.8,-43.68333333,33.0
518,518,2000-05-28,14:00,-9999.0,-9999.0,-9999.0,-9999.0,-9999,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999,-9999,-9999,-9999,-9999.0,-9999.0,SE,RJ,ECOLOGIA AGRICOLA,A601,-22.8,-43.68333333,33.0
519,519,2000-05-28,15:00,-9999.0,-9999.0,-9999.0,-9999.0,-9999,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999,-9999,-9999,-9999,-9999.0,-9999.0,SE,RJ,ECOLOGIA AGRICOLA,A601,-22.8,-43.68333333,33.0
520,520,2000-05-28,16:00,-9999.0,-9999.0,-9999.0,-9999.0,-9999,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999,-9999,-9999,-9999,-9999.0,-9999.0,SE,RJ,ECOLOGIA AGRICOLA,A601,-22.8,-43.68333333,33.0
521,521,2000-05-28,17:00,-9999.0,-9999.0,-9999.0,-9999.0,-9999,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999,-9999,-9999,-9999,-9999.0,-9999.0,SE,RJ,ECOLOGIA AGRICOLA,A601,-22.8,-43.68333333,33.0
522,522,2000-05-28,18:00,-9999.0,-9999.0,-9999.0,-9999.0,-9999,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999,-9999,-9999,-9999,-9999.0,-9999.0,SE,RJ,ECOLOGIA AGRICOLA,A601,-22.8,-43.68333333,33.0
523,523,2000-05-28,19:00,-9999.0,-9999.0,-9999.0,-9999.0,-9999,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999,-9999,-9999,-9999,-9999.0,-9999.0,SE,RJ,ECOLOGIA AGRICOLA,A601,-22.8,-43.68333333,33.0
524,524,2000-05-28,20:00,-9999.0,-9999.0,-9999.0,-9999.0,-9999,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999,-9999,-9999,-9999,-9999.0,-9999.0,SE,RJ,ECOLOGIA AGRICOLA,A601,-22.8,-43.68333333,33.0
525,525,2000-05-28,21:00,-9999.0,-9999.0,-9999.0,-9999.0,-9999,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999,-9999,-9999,-9999,-9999.0,-9999.0,SE,RJ,ECOLOGIA AGRICOLA,A601,-22.8,-43.68333333,33.0
526,526,2000-05-28,22:00,-9999.0,-9999.0,-9999.0,-9999.0,-9999,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999,-9999,-9999,-9999,-9999.0,-9999.0,SE,RJ,ECOLOGIA AGRICOLA,A601,-22.8,-43.68333333,33.0
527,527,2000-05-28,23:00,-9999.0,-9999.0,-9999.0,-9999.0,-9999,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999,-9999,-9999,-9999,-9999.0,-9999.0,SE,RJ,ECOLOGIA AGRICOLA,A601,-22.8,-43.68333333,33.0
528,528,2000-05-29,00:00,-9999.0,-9999.0,-9999.0,-9999.0,-9999,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999,-9999,-9999,-9999,-9999.0,-9999.0,SE,RJ,ECOLOGIA AGRICOLA,A601,-22.8,-43.68333333,33.0
529,529,2000-05-29,01:00,-9999.0,-9999.0,-9999.0,-9999.0,-9999,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999,-9999,-9999,-9999,-9999.0,-9999.0,SE,RJ,ECOLOGIA AGRICOLA,A601,-22.8,-43.68333333,33.0
530,530,2000-05-29,02:00,-9999.0,-9999.0,-9999.0,-9999.0,-9999,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999,-9999,-9999,-9999,-9999.0,-9999.0,SE,RJ,ECOLOGIA AGRICOLA,A601,-22.8,-43.68333333,33.0
531,531,2000-05-29,03:00,-9999.0,-9999.0,-9999.0,-9999.0,-9999,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999,-9999,-9999,-9999,-9999.0,-9999.0,SE,RJ,ECOLOGIA AGRICOLA,A601,-22.8,-43.68333333,33.0
532,532,2000-05-29,04:00,-9999.0,-9999.0,-9999.0,-9999.0,-9999,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999,-9999,-9999,-9999,-9999.0,-9999.0,SE,RJ,ECOLOGIA AGRICOLA,A601,-22.8,-43.68333333,33.0
533,533,2000-05-29,05:00,-9999.0,-9999.0,-9999.0,-9999.0,-9999,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999,-9999,-9999,-9999,-9999.0,-9999.0,SE,RJ,ECOLOGIA AGRICOLA,A601,-22.8,-43.68333333,33.0
534,534,2000-05-29,06:00,-9999.0,-9999.0,-9999.0,-9999.0,-9999,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999,-9999,-9999,-9999,-9999.0,-9999.0,SE,RJ,ECOLOGIA AGRICOLA,A601,-22.8,-43.68333333,33.0
535,535,2000-05-29,07:00,-9999.0,-9999.0,-9999.0,-9999.0,-9999,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999,-9999,-9999,-9999,-9999.0,-9999.0,SE,RJ,ECOLOGIA AGRICOLA,A601,-22.8,-43.68333333,33.0
536,536,2000-05-29,08:00,-9999.0,-9999.0,-9999.0,-9999.0,-9999,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999,-9999,-9999,-9999,-9999.0,-9999.0,SE,RJ,ECOLOGIA AGRICOLA,A601,-22.8,-43.68333333,33.0
537,537,2000-05-29,09:00,-9999.0,-9999.0,-9999.0,-9999.0,-9999,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999,-9999,-9999,-9999,-9999.0,-9999.0,SE,RJ,ECOLOGIA AGRICOLA,A601,-22.8,-43.68333333,33.0
538,538,2000-05-29,10:00,-9999.0,-9999.0,-9999.0,-9999.0,-9999,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999,-9999,-9999,-9999,-9999.0,-9999.0,SE,RJ,ECOLOGIA AGRICOLA,A601,-22.8,-43.68333333,33.0
539,539,2000-05-29,11:00,-9999.0,-9999.0,-9999.0,-9999.0,-9999,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999,-9999,-9999,-9999,-9999.0,-9999.0,SE,RJ,ECOLOGIA AGRICOLA,A601,-22.8,-43.68333333,33.0
540,540,2000-05-29,12:00,-9999.0,-9999.0,-9999.0,-9999.0,-9999,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999,-9999,-9999,-9999,-9999.0,-9999.0,SE,RJ,ECOLOGIA AGRICOLA,A601,-22.8,-43.68333333,33.0
541,541,2000-05-29,13:00,-9999.0,-9999.0,-9999.0,-9999.0,-9999,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999,-9999,-9999,-9999,-9999.0,-9999.0,SE,RJ,ECOLOGIA AGRICOLA,A601,-22.8,-43.68333333,33.0
542,542,2000-05-29,14:00,-9999.0,-9999.0,-9999.0,-9999.0,-9999,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999,-9999,-9999,-9999,-9999.0,-9999.0,SE,RJ,ECOLOGIA AGRICOLA,A601,-22.8,-43.68333333,33.0
543,543,2000-05-29,15:00,-9999.0,-9999.0,-9999.0,-9999.0,-9999,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999,-9999,-9999,-9999,-9999.0,-9999.0,SE,RJ,ECOLOGIA AGRICOLA,A601,-22.8,-43.68333333,33.0
544,544,2000-05-29,16:00,-9999.0,-9999.0,-9999.0,-9999.0,-9999,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999,-9999,-9999,-9999,-9999.0,-9999.0,SE,RJ,ECOLOGIA AGRICOLA,A601,-22.8,-43.68333333,33.0
545,545,2000-05-29,17:00,-9999.0,-9999.0,-9999.0,-9999.0,-9999,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999,-9999,-9999,-9999,-9999.0,-9999.0,SE,RJ,ECOLOGIA AGRICOLA,A601,-22.8,-43.68333333,33.0
546,546,2000-05-29,18:00,0.0,1010.5,1010.5,1010.2,1742,23.1,12.3,24.0,23.1,13.0,11.7,52,47,51,208,5.9,3.6,SE,RJ,ECOLOGIA AGRICOLA,A601,-22.8,-43.68333333,33.0
547,547,2000-05-29,19:00,0.0,1010.9,1010.9,1010.5,1067,21.9,12.8,23.4,21.9,13.2,12.1,57,49,56,195,6.4,3.5,SE,RJ,ECOLOGIA AGRICOLA,A601,-22.8,-43.68333333,33.0
548,548,2000-05-29,20:00,0.0,1011.5,1011.5,1011.0,356,19.8,13.6,21.8,19.8,13.7,12.9,67,57,67,193,5.9,3.0,SE,RJ,ECOLOGIA AGRICOLA,A601,-22.8,-43.68333333,33.0
549,549,2000-05-29,21:00,0.0,1012.2,1012.2,1011.5,6,18.0,13.1,19.7,18.0,13.5,13.1,73,67,73,198,5.0,2.3,SE,RJ,ECOLOGIA AGRICOLA,A601,-22.8,-43.68333333,33.0
550,550,2000-05-29,22:00,0.0,1012.8,1012.8,1012.2,-9999,16.8,12.9,17.9,16.8,13.1,12.9,77,73,77,211,3.3,0.7,SE,RJ,ECOLOGIA AGRICOLA,A601,-22.8,-43.68333333,33.0
551,551,2000-05-29,23:00,0.0,1013.2,1013.2,1012.8,-9999,14.7,12.9,16.8,14.7,13.1,12.8,89,78,89,268,0.8,0.3,SE,RJ,ECOLOGIA AGRICOLA,A601,-22.8,-43.68333333,33.0
552,552,2000-05-30,00:00,0.0,1013.5,1013.6,1013.2,-9999,14.1,12.9,14.7,13.7,13.1,12.5,94,89,92,3,1.3,0.0,SE,RJ,ECOLOGIA AGRICOLA,A601,-22.8,-43.68333333,33.0
553,553,2000-05-30,01:00,0.0,1013.8,1013.8,1013.5,-9999,13.2,12.4,14.0,13.0,12.7,12.1,96,92,95,17,1.6,1.3,SE,RJ,ECOLOGIA AGRICOLA,A601,-22.8,-43.68333333,33.0
554,554,2000-05-30,02:00,0.0,1013.8,1013.9,1013.7,-9999,13.3,12.5,13.5,13.0,12.7,12.2,96,94,95,17,2.4,1.2,SE,RJ,ECOLOGIA AGRICOLA,A601,-22.8,-43.68333333,33.0
555,555,2000-05-30,03:00,0.0,1013.1,1013.8,1013.1,-9999,13.3,12.4,13.4,12.9,12.6,12.2,96,94,94,12,2.7,2.0,SE,RJ,ECOLOGIA AGRICOLA,A601,-22.8,-43.68333333,33.0
556,556,2000-05-30,04:00,0.0,1012.6,1013.1,1012.6,-9999,13.6,12.4,13.8,13.2,12.7,12.3,95,92,93,14,2.9,1.6,SE,RJ,ECOLOGIA AGRICOLA,A601,-22.8,-43.68333333,33.0
557,557,2000-05-30,05:00,0.0,1012.3,1012.6,1012.3,-9999,13.3,12.4,13.6,12.8,12.5,11.9,95,93,94,15,2.5,1.8,SE,RJ,ECOLOGIA AGRICOLA,A601,-22.8,-43.68333333,33.0
558,558,2000-05-30,06:00,0.0,1012.0,1012.3,1011.9,-9999,12.6,11.9,13.3,12.6,12.4,11.8,96,94,96,14,2.6,1.8,SE,RJ,ECOLOGIA AGRICOLA,A601,-22.8,-43.68333333,33.0
559,559,2000-05-30,07:00,0.0,1011.6,1012.0,1011.5,-9999,12.4,11.7,12.7,12.4,12.0,11.7,96,95,95,14,2.9,1.9,SE,RJ,ECOLOGIA AGRICOLA,A601,-22.8,-43.68333333,33.0
560,560,2000-05-30,08:00,0.0,1011.3,1011.6,1011.3,-9999,13.5,12.6,13.5,12.4,12.6,11.7,96,94,94,14,3.1,1.8,SE,RJ,ECOLOGIA AGRICOLA,A601,-22.8,-43.68333333,33.0
561,561,2000-05-30,09:00,0.0,1011.9,1011.9,1011.3,-9999,13.8,12.7,13.9,13.3,12.9,12.4,95,93,93,15,3.4,1.9,SE,RJ,ECOLOGIA AGRICOLA,A601,-22.8,-43.68333333,33.0
562,562,2000-05-30,10:00,0.0,1012.2,1012.3,1011.9,36,13.5,12.4,13.7,13.2,12.7,12.3,95,93,93,6,3.1,1.9,SE,RJ,ECOLOGIA AGRICOLA,A601,-22.8,-43.68333333,33.0
563,563,2000-05-30,11:00,0.0,1012.4,1012.6,1012.2,532,17.4,13.5,17.4,13.4,13.5,12.4,94,78,78,324,4.0,1.9,SE,RJ,ECOLOGIA AGRICOLA,A601,-22.8,-43.68333333,33.0
564,564,2000-05-30,12:00,0.0,1012.0,1012.3,1012.0,1201,19.0,13.6,19.0,17.4,13.8,13.3,78,70,71,309,8.1,4.8,SE,RJ,ECOLOGIA AGRICOLA,A601,-22.8,-43.68333333,33.0
565,565,2000-05-30,13:00,0.0,1011.3,1012.0,1011.3,1831,21.4,13.9,21.5,19.0,14.3,13.4,71,62,62,325,9.0,3.1,SE,RJ,ECOLOGIA AGRICOLA,A601,-22.8,-43.68333333,33.0
566,566,2000-05-30,14:00,0.0,1009.6,1011.2,1009.6,2243,24.9,14.0,25.2,21.4,14.7,13.9,63,50,51,346,7.4,3.9,SE,RJ,ECOLOGIA AGRICOLA,A601,-22.8,-43.68333333,33.0
567,567,2000-05-30,15:00,0.0,1008.7,1009.7,1008.7,2471,26.4,13.9,26.6,24.9,14.6,13.7,51,46,46,340,8.8,3.9,SE,RJ,ECOLOGIA AGRICOLA,A601,-22.8,-43.68333333,33.0
568,568,2000-05-30,16:00,0.0,1008.6,1008.8,1008.6,2430,26.7,14.2,27.0,26.2,14.6,13.7,47,45,46,350,6.9,2.7,SE,RJ,ECOLOGIA AGRICOLA,A601,-22.8,-43.68333333,33.0
569,569,2000-05-30,17:00,0.0,1007.4,1008.5,1007.4,2130,26.1,15.1,27.6,26.1,15.4,14.1,51,44,51,207,6.6,3.2,SE,RJ,ECOLOGIA AGRICOLA,A601,-22.8,-43.68333333,33.0
570,570,2000-05-30,18:00,0.0,1006.8,1007.5,1006.8,1597,25.1,15.8,26.2,25.1,16.0,15.0,56,51,56,191,6.1,3.0,SE,RJ,ECOLOGIA AGRICOLA,A601,-22.8,-43.68333333,33.0
571,571,2000-05-30,19:00,0.0,1006.9,1007.0,1006.6,763,23.2,16.5,25.2,23.2,16.5,15.8,66,57,66,200,6.8,4.8,SE,RJ,ECOLOGIA AGRICOLA,A601,-22.8,-43.68333333,33.0
572,572,2000-05-30,20:00,0.0,1007.8,1007.9,1006.9,275,20.9,16.7,23.2,20.9,16.7,16.5,77,66,77,193,7.7,3.7,SE,RJ,ECOLOGIA AGRICOLA,A601,-22.8,-43.68333333,33.0
573,573,2000-05-30,21:00,0.0,1008.2,1008.4,1007.8,5,19.2,16.6,20.8,19.2,16.8,16.6,85,77,85,6,7.1,0.8,SE,RJ,ECOLOGIA AGRICOLA,A601,-22.8,-43.68333333,33.0
574,574,2000-05-30,22:00,0.0,1008.5,1008.7,1008.2,-9999,17.9,16.3,19.1,17.8,16.7,16.1,91,85,91,332,1.7,0.6,SE,RJ,ECOLOGIA AGRICOLA,A601,-22.8,-43.68333333,33.0
575,575,2000-05-30,23:00,0.0,1008.9,1009.0,1008.3,-9999,17.0,16.0,18.0,16.9,16.6,15.8,94,90,94,234,1.9,0.9,SE,RJ,ECOLOGIA AGRICOLA,A601,-22.8,-43.68333333,33.0
576,576,2000-05-31,00:00,0.0,1009.0,1009.1,1008.7,-9999,16.6,15.9,17.3,16.4,16.3,15.5,96,93,96,267,2.0,0.8,SE,RJ,ECOLOGIA AGRICOLA,A601,-22.8,-43.68333333,33.0
577,577,2000-05-31,01:00,0.0,1008.7,1009.1,1008.7,-9999,15.6,15.1,16.6,15.5,15.9,14.8,97,95,97,29,1.8,1.1,SE,RJ,ECOLOGIA AGRICOLA,A601,-22.8,-43.68333333,33.0
578,578,2000-05-31,02:00,0.0,1008.6,1009.0,1008.5,-9999,15.7,15.2,15.8,15.2,15.3,14.6,97,96,97,10,2.3,0.8,SE,RJ,ECOLOGIA AGRICOLA,A601,-22.8,-43.68333333,33.0
579,579,2000-05-31,03:00,0.0,1008.6,1008.8,1008.4,-9999,15.2,14.8,15.7,14.8,15.2,14.3,98,96,97,27,2.0,1.1,SE,RJ,ECOLOGIA AGRICOLA,A601,-22.8,-43.68333333,33.0
580,580,2000-05-31,04:00,0.0,1008.6,1008.7,1008.3,-9999,14.9,14.4,15.3,14.5,15.0,14.1,98,97,97,353,1.7,0.4,SE,RJ,ECOLOGIA AGRICOLA,A601,-22.8,-43.68333333,33.0
